doc,url,key_effects,key_interaction_detail,notes_mp,notes_amp,notes_general,receptor,stressor,technology,phase,presented_as_potential_interaction,decribed_from_observations_at_the_project_site,monitoring_plan_(mp),adaptive_management_plan_(amp),protection_mitigation_and_enhancement,bmps_applied
PACWAVE SOUTH APEA,NA,"SCOUR, SEDIMENT TRANSPORT",NA,NA,NA," Use HDD to install the cables under the nearshore and intertidal habitat (to approximately the 10-m isobath) to minimize substrate disturbance. Use HDD to install the terrestrial cables in a up to five bores, from the beach manholes at the Driftwood Beach State Recreation Site to the UCMF propertyto minimize habitat and substrate disturbance. The cable conduits from the UCMF to the Highway 101 grid connection point will also be installed using HDD.
 Follow best practices during installation, operation, and removal activities to avoid or
minimize potential effects to sediment, including:
o Minimize the time that the seafloor is disturbed and sediment is dispersed and the
associated effects by completing cable laying and other construction activities during appropriate construction windows and within one construction season to the extent practicable.
o Develop and implement an Erosion and Sediment Control Plan, where appropriate, to minimize effects of ground disturbing activities associated with installation of the terrestrial cables and/or other terrestrial construction
 Implement the Benthic Sediments Monitoring Plan (Appendix H) to evaluate effects on benthic habitat from anchors, WECs, and other equipment during operation, maintenance and monitoring activities. Based on monitoring results, implement the specified measures to mitigate for potential adverse effects (Appendix I).
 Project components in the estuarine environment should not bottom out so as to prevent nearshore/estuarine habitat effects.
 To the extent possible, minimize frequency of anchor installation/removal cycles and reuse installed anchors.",Physical Environment.Sediment Transport,Habitat Change,Marine Energy.Wave,2. Construction,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"SCOUR, SEDIMENT TRANSPORT",NA,NA,NA," Use HDD to install the cables under the nearshore and intertidal habitat (to approximately the 10-m isobath) to minimize substrate disturbance. Use HDD to install the terrestrial cables in a up to five bores, from the beach manholes at the Driftwood Beach State Recreation Site to the UCMF propertyto minimize habitat and substrate disturbance. The cable conduits from the UCMF to the Highway 101 grid connection point will also be installed using HDD.
 Follow best practices during installation, operation, and removal activities to avoid or
minimize potential effects to sediment, including:
o Minimize the time that the seafloor is disturbed and sediment is dispersed and the
associated effects by completing cable laying and other construction activities during appropriate construction windows and within one construction season to the extent practicable.
o Develop and implement an Erosion and Sediment Control Plan, where appropriate, to minimize effects of ground disturbing activities associated with installation of the terrestrial cables and/or other terrestrial construction
 Implement the Benthic Sediments Monitoring Plan (Appendix H) to evaluate effects on benthic habitat from anchors, WECs, and other equipment during operation, maintenance and monitoring activities. Based on monitoring results, implement the specified measures to mitigate for potential adverse effects (Appendix I).
 Project components in the estuarine environment should not bottom out so as to prevent nearshore/estuarine habitat effects.
 To the extent possible, minimize frequency of anchor installation/removal cycles and reuse installed anchors.",Physical Environment.Sediment Transport,Habitat Change,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"SCOUR, SEDIMENT TRANSPORT",NA,NA,NA," Use HDD to install the cables under the nearshore and intertidal habitat (to approximately the 10-m isobath) to minimize substrate disturbance. Use HDD to install the terrestrial cables in a up to five bores, from the beach manholes at the Driftwood Beach State Recreation Site to the UCMF propertyto minimize habitat and substrate disturbance. The cable conduits from the UCMF to the Highway 101 grid connection point will also be installed using HDD.
 Follow best practices during installation, operation, and removal activities to avoid or
minimize potential effects to sediment, including:
o Minimize the time that the seafloor is disturbed and sediment is dispersed and the
associated effects by completing cable laying and other construction activities during appropriate construction windows and within one construction season to the extent practicable.
o Develop and implement an Erosion and Sediment Control Plan, where appropriate, to minimize effects of ground disturbing activities associated with installation of the terrestrial cables and/or other terrestrial construction
 Implement the Benthic Sediments Monitoring Plan (Appendix H) to evaluate effects on benthic habitat from anchors, WECs, and other equipment during operation, maintenance and monitoring activities. Based on monitoring results, implement the specified measures to mitigate for potential adverse effects (Appendix I).
 Project components in the estuarine environment should not bottom out so as to prevent nearshore/estuarine habitat effects.
 To the extent possible, minimize frequency of anchor installation/removal cycles and reuse installed anchors.",Physical Environment.Sediment Transport,Habitat Change,Marine Energy.Wave,4. Decommissioning,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"DISTURBANCE, SCOUR, SEDIMENT TRANSPORT",NA,NA,NA,NA,Physical Environment.Sediment Transport,Behavioral Interaction.Displacement,Marine Energy.Wave,2. Construction,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,NA,NA,NA,NA,NA,Physical Environment.Water Quality,NA,Marine Energy.Wave,1. Site Characterization and Assessment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,NA,NA,NA,NA,NA,Physical Environment.Sediment Transport,NA,Marine Energy.Wave,1. Site Characterization and Assessment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,NA," Effects of sediment suspension caused by anchor and cable installation on water quality;
 Effects of inadvertent return of drilling fluids; and
 Effects of toxins introduced by the Project on water quality, including:
o Antifouling paint or coatings;
o Accidental spills of fuel, lubricants, and hydraulic oil; and
 Effects of ground disturbing activities",NA,NA,"In summary, the Project would result in only minor, short-term disturbance of sediments during deployment of the subsea connectors and cables, and sediment suspension caused by periodic installation and removal of anchors would be temporary and localized. Following these activities, it is expected that re-suspended sand would quickly settle; therefore, it is not expected that the Project would increase turbidity to the extent that it would degrade water quality. For these reasons, sediment suspension caused by the Project would not cause permanent or significant effects on water quality.",NA,NA,Marine Energy.Wave,2. Construction,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"SCOUR, SEDIMENT TRANSPORT",DEVICE EFFECT,NA,NA,"In summary, the Project would result in only minor, short-term disturbance of sediments during deployment of the subsea connectors and cables, and sediment suspension caused by periodic installation and removal of anchors would be temporary and localized. Following these activities, it is expected that re-suspended sand would quickly settle; therefore, it is not expected that the Project would increase turbidity to the extent that it would degrade water quality. For these reasons, sediment suspension caused by the Project would not cause permanent or significant effects on water quality.",Physical Environment,Habitat Change,Marine Energy.Wave,2. Construction,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"SCOUR, SEDIMENT TRANSPORT",ANCHORAGE FROM MAINTENANCE AND MONITORING VESSELS EFFECTS,NA,NA,NA,Physical Environment,Habitat Change,Marine Energy.Wave,3. Operations and Maintenance,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,POTENTIAL TOXIC RESPONSE," Effects of sediment suspension caused by anchor and cable installation on water quality;
 Effects of inadvertent return of drilling fluids; and
 Effects of toxins introduced by the Project on water quality, including:
o Antifouling paint or coatings;
o Accidental spills of fuel, lubricants, and hydraulic oil; and
 Effects of ground disturbing activities",NA,NA,"While the risks of an inadvertent return are extremely low, OSU will develop and implement an HDD Contingency Plan to minimize the potential for inadvertent return of drilling fluid, provide timely detection, and address potential releases by describing monitoring, containment, response and notification procedures to be implemented by the contractor. OSU also conducted additional wetland delineation surveys around Buckley Creek so that the location of the wetlands can be incorporated into any response plans.",Physical Environment.Water Quality,Habitat Change,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
PACWAVE SOUTH APEA,NA,SEDIMENT TRANSPORT,EFFECTS OF ALTERED HABITAT ON AQUATIC RESOURCES,NA,NA,NA,Physical Environment.Sediment Transport,Habitat Change,Marine Energy.Wave,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,BIODIVERSITY SHIFT/FOOD WEB IMPLICATIONS,"BENTHIC ORGANISMS: Summary – The total area of benthic habitat disturbed at the test site would be very small relative to the range of and available marine habitat for species that use the Project area, and minor in comparison to surrounding available habitat (for full build out, maximum direct effects to the seafloor would occur for about 0.1 percent of the Project area [2 acres] and maximum indirect effects to the seafloor would occur for about 3 percent [48 acres] of the Project area). Effects at PacWave South are expected to be minimized given that anchor installation/removal is not likely to occur more than once a year in a berth and anchors may be deployed for multi-year periods. Any effects on prey availability due to WECs or anchors (if there are any) is expected to be extremely minor, localized, short-term, and temporary, though intermittent throughout the 25- year license term. Thus, benthic habitat disturbance is not expected to adversely affect Project area fish and invertebrates.",NA,NA,NA,Invertebrates,Habitat Change,Marine Energy.Wave,2. Construction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"ATTRACTION, BIOFOULING","Structures would likely become colonized (“biofouled”) by algae and invertebrates, such as barnacles, mussels, bryozoans, corals, tunicates, and tube-dwelling worms and crustaceans, termed “biofouling” (Boehlert et al. 2008). Based on surveys at PacWave North, changes to the benthos (particularly shell hash accumulation) may be expected to occur up to 250 m away from an anchor installation; however, this accumulation does not appear to have a measureable effect on the composition of the macrofaunal community (Henkel and Hellin 2016).",NA,NA,OBSERVATIONS FROM PACWAVE NORTH SITE USED IN ANALYSIS AND DETERMINATIONS,Invertebrates,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,ARTIFICIAL REEF,"Summary – Because of the small size of the Project, it is not anticipated that the addition of Project structures to the marine environment would represent a significant change to marine habitat above existing conditions. Any changes to marine community composition as result of the presence of these structures are not expected to adversely affect marine life that could be in the Project area. OSU would conduct the Organism Interactions Monitoring Plan (Appendix H) to evaluate fish associations and biofouling on the anchors/WECs.",ORGANISM INTERACTIONS MONITORING PLAN (APPENDIX H),NA,NA,Fish.Demersal Fish,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"ATTRACTION, POTENTIAL HARM",NA,NA,NA,NA,Marine Mammals.Pinnipeds,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"ATTRACTION, POTENTIAL HARM",NA,NA,NA,NA,Birds.Seabirds,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"RISK OF COLLSION, POTENTIAL HARM","they could also forage around underwater WEC components and potentially be subject to collision with underwater WEC components or entanglement with marine debris that becomes entangled with the components, although this effect is also unlikely to occur (Henkel et al. 2013, see “potential effects of collision or entanglement” section below).",NA,NA,NA,Birds.Seabirds,Physical Interaction.Collision,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,AVOIDANCE,"In the study on wave and tidal energy converters in Scottish waters, the vulnerability of seabird populations to adverse effects from WECs was ranked as low or very low (with the exception of divers/loons, which were ranked as moderate), and one of the seven vulnerability factors used for this ranking was the potential for exclusion from foraging habitat (Furness et al. 2012). Therefore, there is a low likelihood of avoidance or displacement of seabirds as a result of the Project.",NA,NA,NA,Birds.Seabirds,Behavioral Interaction.Avoidance,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,BEHAVIOR CHANGE,"The potential effects on seabirds from vessel lighting are expected to be short-term and intermittent, limited to installation of the WECs and during periodic maintenance and repair activities; environmental monitoring is unlikely to occur at night. To minimize the potential for seabird attraction to lighting on service and support vessels, servicing and maintenance operations at PacWave South would occur during daylight whenever practicable. Managing Project lighting requirements properly would minimize the likelihood that seabirds would be affected by navigational lighting on Project structures, or on servicing and support vessels. Therefore, significant adverse effects on seabirds as a result of artificial lighting associated with the Project are not expected to occur and will be minimized by the environmental measures in the Bird and Bat Conservation Strategy (Appendix B).",NA,NA,NA,Birds.Seabirds,Lighting,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,NA,"At full build out, the arrays of WECs at PacWave South are not anticipated to significantly impact wave energy and related habitat-forming processes. Likewise, the absorption of wave energy at PacWave South would not affect species or habitats listed in the Oregon Nearshore Strategy.",NA,NA,NA,NA,Physical Interaction.Changes in Flow,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"DISRUPTION OF BEHAVIOR, FOOD WEB IMPLICATIONS","None of the Project components or activities are expected to generate sound at levels that could cause injury to marine mammals. However, the sound levels from vessels during installation and operation, from cable laying, and from continuous sounds produced by the various WECs over the 25-year operation of the test center may exceed the 120-dB behavioral disturbance threshold and cause behavioral disruption of marine mammals (NMFS 2012c).","Because of uncertainty associated with this new industry and in order to determine the actual sound levels emitted by WECs at the Project, OSU would implement the Acoustic Monitoring Plan (Appendix H) under the Adaptive Management Framework (Appendix J) to detect and, if needed, mitigate any effects of WEC-related sound (Appendix I).",NA,NA,Marine Mammals.Pinnipeds,Noise,Marine Energy.Wave,ALL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"DISRUPTION OF BEHAVIOR, FOOD WEB IMPLICATIONS, AVOIDANCE","None of the Project components or activities are expected to generate sound at levels that could cause injury to marine mammals. However, the sound levels from vessels during installation and operation, from cable laying, and from continuous sounds produced by the various WECs over the 25-year operation of the test center may exceed the 120-dB behavioral disturbance threshold and cause behavioral disruption of marine mammals (NMFS 2012c).","Because of uncertainty associated with this new industry and in order to determine the actual sound levels emitted by WECs at the Project, OSU would implement the Acoustic Monitoring Plan (Appendix H) under the Adaptive Management Framework (Appendix J) to detect and, if needed, mitigate any effects of WEC-related sound (Appendix I).",NA,NA,Marine Mammals.Cetaceans,Noise,Marine Energy.Wave,ALL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"POTENTIAL HARM, DISRUPTION OF BEHAVIOR","Based on the existing information, the short term and temporary sounds from vessels transiting to or from the Project site and within the Project site itself (i.e., hours or less as the vessels pass), and from cable laying during installation and deployment of WECs, as well as from continuous sounds from the WECs, even though they would occur over the 25-year license term, are not likely to adversely fishes for several reasons: the area affected (e.g., up to 125 m around the WECs) would be insignificant compared to the range of most fish species that would pass through the Project area, and, there is similar and abundant habitat available in the surrounding area that they could move to if they are exposed or disturbed by the sounds. In addition, sounds emitted from the WECs or from vessel traffic are unlikely to be significantly greater than existing conditions, given the high level of vessel traffic already present in the vicinity of the Project area in association with the Port of Newport.",NA,NA,NA,Fish.Demersal Fish,Noise,Marine Energy.Wave,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"POTENTIAL HARM, DISRUPTION OF BEHAVIOR","Based on the existing information, the short term and temporary sounds from vessels transiting to or from the Project site and within the Project site itself (i.e., hours or less as the vessels pass), and from cable laying during installation and deployment of WECs, as well as from continuous sounds from the WECs, even though they would occur over the 25-year license term, are not likely to adversely fishes for several reasons: the area affected (e.g., up to 125 m around the WECs) would be insignificant compared to the range of most fish species that would pass through the Project area, and, there is similar and abundant habitat available in the surrounding area that they could move to if they are exposed or disturbed by the sounds. In addition, sounds emitted from the WECs or from vessel traffic are unlikely to be significantly greater than existing conditions, given the high level of vessel traffic already present in the vicinity of the Project area in association with the Port of Newport.",NA,NA,NA,Fish.Pelagic Fish,Noise,Marine Energy.Wave,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"POTENTIAL HARM, DISRUPTION OF BEHAVIOR","Although intense underwater sound, such as impulses produced by underwater explosions, seismic pulses, sonar, and pile-driving, has the potential to cause injury or mortality to seabirds, sound emitted by the WECs during ordinary operation is expected to be within the range of ambient sound levels; furthermore, it is not expected to produce intense sound at amplitudes capable of causing auditory harm to marine vertebrates (Wilson et al. 2014).","In addition, OSU would implement the Acoustics Monitoring Plan (Appendix H) to detect and, if needed, mitigate any effects of Project-related underwater sound (Appendix J). For these reasons, Project-related underwater sound and vibration is not likely to have significant adverse effect on seabirds.",NA,NA,Birds.Seabirds,Noise,Marine Energy.Wave,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,"COLLISION, INJURY/MORTALITY",NA,NA,NA,NA,Marine Mammals.Cetaceans,Physical Interaction.Collision,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"POTENTIAL INJURY, MORTALITY",NA,NA,NA,NA,Reptiles,Physical Interaction.Entrapment,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"POTENTIAL INJURY, MORTALITY",NA,NA,NA,NA,Marine Mammals.Pinnipeds,Physical Interaction.Entrapment,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"POTENTIAL INJURY, MORTALITY",NA,NA,NA,NA,Marine Mammals.Cetaceans,Physical Interaction.Entrapment,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"POTENTIAL INJURY, MORTALITY","Pursuit-diving seabirds such as alcids and cormorants, and plunge-diving seabirds such as brown pelicans, gulls, and shearwaters could occur in the vicinity of the WECs and collide with underwater WEC components or become in entangled in marine debris (e.g., lost fishing gear) if it accumulates at underwater WEC components (Henkel et al. 2013), or be crushed or entrapped by moving parts. Some diving seabirds (e.g., cormorants) could attempt to roost or nest on above-water structures (Henkel et al. 2013. Additionally, the diving seabirds likely to occur in the Project area are unlikely to collide with submerged WEC structures, because they are agile swimmers and have high underwater visual acuity (Henkel et al. 2013).",NA,NA,NA,Birds.Seabirds,Physical Interaction.Entrapment,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,"COLLISION, INJURY/MORTALITY","Pursuit-diving seabirds such as alcids and cormorants, and plunge-diving seabirds such as brown pelicans, gulls, and shearwaters could occur in the vicinity of the WECs and collide with underwater WEC components or become in entangled in marine debris (e.g., lost fishing gear) if it accumulates at underwater WEC components (Henkel et al. 2013), or be crushed or entrapped by moving parts. Some diving seabirds (e.g., cormorants) could attempt to roost or nest on above-water structures (Henkel et al. 2013. Additionally, the diving seabirds likely to occur in the Project area are unlikely to collide with submerged WEC structures, because they are agile swimmers and have high underwater visual acuity (Henkel et al. 2013).",NA,NA,NA,Birds.Seabirds,Physical Interaction.Collision,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,DISRUPTION OF BEHAVIOR,"While there is uncertainty about whether electro‐ and magneto‐sensitive species would be capable of detecting EMF emissions from the WECs, as well as the type and degree of these species’ responses to EMF from WECs, the proportion of a given population that might be exposed to site‐specific EMF generated by the Project is expected to be low for most of these species due to factors such as migratory range and available habitat, and low likelihood of exceeding biologically relevant EMF transmissions from WECs.","Based on the low levels of EMF expected, and spatially limited exposure to fishes, it is anticipated that relatively minor, short-term potential effects, if any, could occur, and that the EMF Monitoring Plan (Appendix H) within the Adaptive Management Framework (Appendix J) and implementation of the mitigation measures (Appendix I) should address any potential effects.",NA,NA,Fish.Pelagic Fish,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
PACWAVE SOUTH APEA,NA,DISRUPTION OF BEHAVIOR,"While there is uncertainty about whether electro‐ and magneto‐sensitive species would be capable of detecting EMF emissions from the WECs, as well as the type and degree of these species’ responses to EMF from WECs, the proportion of a given population that might be exposed to site‐specific EMF generated by the Project is expected to be low for most of these species due to factors such as migratory range and available habitat, and low likelihood of exceeding biologically relevant EMF transmissions from WECs.","Based on the low levels of EMF expected, and spatially limited exposure to fishes, it is anticipated that relatively minor, short-term potential effects, if any, could occur, and that the EMF Monitoring Plan (Appendix H) within the Adaptive Management Framework (Appendix J) and implementation of the mitigation measures (Appendix I) should address any potential effects.",NA,NA,Fish.Demersal Fish,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
PACWAVE SOUTH APEA,NA,DISRUPTION OF BEHAVIOR,"While there is uncertainty about whether electro‐ and magneto‐sensitive species would be capable of detecting EMF emissions from the WECs, as well as the type and degree of these species’ responses to EMF from WECs, the proportion of a given population that might be exposed to site‐specific EMF generated by the Project is expected to be low for most of these species due to factors such as migratory range and available habitat, and low likelihood of exceeding biologically relevant EMF transmissions from WECs.","Based on the low levels of EMF expected, and spatially limited exposure to fishes, it is anticipated that relatively minor, short-term potential effects, if any, could occur, and that the EMF Monitoring Plan (Appendix H) within the Adaptive Management Framework (Appendix J) and implementation of the mitigation measures (Appendix I) should address any potential effects.",NA,NA,Marine Mammals.Cetaceans,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
PACWAVE SOUTH APEA,NA,DISRUPTION OF BEHAVIOR,"While there is uncertainty about whether electro‐ and magneto‐sensitive species would be capable of detecting EMF emissions from the WECs, as well as the type and degree of these species’ responses to EMF from WECs, the proportion of a given population that might be exposed to site‐specific EMF generated by the Project is expected to be low for most of these species due to factors such as migratory range and available habitat, and low likelihood of exceeding biologically relevant EMF transmissions from WECs.","Based on the low levels of EMF expected, and spatially limited exposure to fishes, it is anticipated that relatively minor, short-term potential effects, if any, could occur, and that the EMF Monitoring Plan (Appendix H) within the Adaptive Management Framework (Appendix J) and implementation of the mitigation measures (Appendix I) should address any potential effects.",NA,NA,Reptiles,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
PACWAVE SOUTH APEA,NA,"COLLISION, POSSIBLE INJURY","Because the Project provides structure in a marine environment that has little to no other options for temporary roost sites, hoary bats could roost on the WECs or marker buoys rarely, possibly putting them at risk of predation during daylight hours, although
they would already be susceptible to predation if flying during the day while at sea. Therefore, no significant impacts on bats are expected in the marine environment.",NA,NA,NA,Bats,Physical Interaction.Collision,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,NA,"To minimize the effects of the Project on commercial and recreational crabbing and fishing, OSU consulted with FINE and other stakeholders as part of the outreach efforts and site selection process (see Section 2.6.1). OSU is also proposing the environmental measures listed above to minimize effects to these groups.",NA,NA,NA,Human Dimensions.Fisheries,NA,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,NA,"Following construction, the proposed terrestrial Project components would be underground and would not affect the recreational qualities and usage of Driftwood Beach State Recreation Site. OSU’s plan to develop and install an interpretive display, if acceptable to and in coordination with OPRD, describing PacWave South in the parking lot would enhance the recreational qualities of the site by heightening Project awareness and appreciation by beach visitors.",NA,NA,"n addition, OSU would implement the following measures to minimize construction effects to the state park lands: (1) use HDD to install the terrestrial cable conduits directly from Driftwood Beach State Recreation Site to the UCMF, and from the UCMF to the Highway 101 grid connection point, thus minimizing effects to traffic and Highway 101, (2) comply with all state and local permitting requirements for construction work, (3) use construction fencing to isolate work areas from park lands, and (4) site construction work and staging areas on disturbed areas if practicable. Additionally, although non-project related vehicular access to the Driftwood Beach State Recreation Site would be prohibited during construction, OSU would arrange the construction work area to maintain pedestrian public access, to the extent safe and practicable with concurrence of OPRD. OSU would coordinate with OPRD to mitigate impacts to public access and use of the Driftwood Beach State Recreation Site.",Human Dimensions.Recreation & Tourism,NA,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
PACWAVE SOUTH APEA,NA,NA,"Lights and navigation aids would be visible at some distance, but are necessary for maritime safety. The range of visibility would vary depending on time of day and weather conditions.",NA,NA,NA,Human Dimensions.Visual Impacts,NA,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,RISK OF COLLISION,"During severe storm events, strong wind and waves may cause crab pots to drift and become entangled in the WEC mooring lines. Nevertheless, the overall potential impact on commercial and recreational fishing from the Project is expected to be minor because of the small Project footprint relative to the surrounding open ocean. If the surface equipment attracts fish, it is likely that recreational fishers would use the area near PacWave South for recreational fishing, so the actual impact on recreational fishing would be minor or potentially positive.",NA,NA,NA,Human Dimensions.Fisheries,Physical Interaction.Collision,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,DISTURBANCE,NA,NA,NA,NA,Human Dimensions.Navigation,Behavioral Interaction.Displacement,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA,NA,EMPLOYMENT AND ECONOMIC GAINS,NA,NA,NA,NA,Human Dimensions.Social & Economic Data,NA,Marine Energy.Wave,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA: BIRD AND BAT CONSERVATION STRATEGY,NA,ATTRACTION,"Perching on buoys and other manmade structures is a common behavior for gulls and cormorants, and perching itself is not generally considered to adversely affect these birds. However, if they do perch on the structures,
BLM-S – Bureau of Land Management Sensitive; SOC – U.S. Fish and Wildlife Service Species of Concern; S – Sensitive in Coast Range (CR) ecoregion; SC – Oregon sensitive species list, Sensitive-Critical in Coast Range (CR) ecoregion (ODFW 2016); CS – Oregon Conservation Strategy species, designated in Coast Range (CR) ecoregion as needing management attention (Krutzikowsky et al. 2016).
1 Detected by SM4 bat detectors (Wildlife Acoustics Inc., Maynard, Massachusetts) near the UCMF property they could adversely affect the structures themselves, complicate maintenance activities, forage around underwater WEC components, and potentially be subject to collision with underwater WEC components or entanglement with marine debris that becomes entangled with the components, although this effect is also unlikely to occur (Henkel et al. 2013; see “potential effects of collision or entanglement” section below). Significant adverse effects on seabirds as a result of perching on Project structures or feeding on fish are not expected to occur.",NA,NA,NA,Birds.Seabirds,Behavioral Interaction.Attraction,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PACWAVE SOUTH APEA: BIRD AND BAT CONSERVATION STRATEGY,NA,"AVOIDANCE, POTENTIAL HARM","In the study on wave and tidal devices in Scottish waters, the vulnerability of seabird populations to adverse effects from wave energy devices was ranked as low or very low (with the exception of divers/loons, which were ranked as moderate), and one of the seven vulnerability factors used for this ranking was the potential for exclusion from foraging habitat (Furness et al. 2012). Therefore, there is a low likelihood of avoidance or displacement of seabirds as a result of the Project; as such, significant adverse effects are not expected to occur due to displacement.",NA,NA,NA,Birds.Seabirds,Behavioral Interaction.Avoidance,Marine Energy.Wave,ALL,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
PACWAVE SOUTH APEA: BIRD AND BAT CONSERVATION STRATEGY,NA,DISRUPTION OF BEHAVIOR,"In the study on wave and tidal devices in Scottish waters, the vulnerability of seabird populations to adverse effects from wave energy devices was ranked as low or very low (with the exception of divers/loons, which were ranked as moderate), and one of the seven vulnerability factors used for this ranking was the potential for exclusion from foraging habitat (Furness et al. 2012). Therefore, there is a low likelihood of avoidance or displacement of seabirds as a result of the Project; as such, significant adverse effects are not expected to occur due to displacement.",NA,NA,NA,Birds.Seabirds,Behavioral Interaction.Displacement,Marine Energy.Wave,ALL,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
