title,description,provider,provider_url,downloads_piped,downloads_n,metadatas_piped,metadatas_n
Hawaii Brown Booby - Predicted Relative Abundance Aug - Oct,"Predicted relative abundance for Brown Boobys (Sula leucogaster) from August to October. These regional models were developed using a boosted zero-inflated count framework. Their purpose was to help inform future data collection efforts around the Main Hawaiian Islands. Models are based on data collected by NOAA Southwest Fisheries Science Center shipboard surveys. Data was from August to October 1998 – 2012, with the majority of data collected on two surveys in 2002 and 2010. 

For the full dataset description go to linked Publication under the Additional Information tab and see:

Winship A. J., et al. 2016. Chapter 7 Seabirds. Pp283-320  In: Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Seabirds geodatabase which includes 78 feature classes. This layer is: 
ModelPredictions_BrownBooby_RelativeDensity. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-7_Seabirds.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Brown Booby - Presences Aug - Oct,"Presences of Brown Booby (Sula leucogaster) detected on transects. Data collected by NOAA Southwest Fisheries Science Center shipboard surveys. Data was from August to October 1998 – 2012, with the majority of data collected on two surveys in 2002 and 2010. 

For the full dataset description go to linked Publication under the Additional Information tab and see:

Winship A. J., et al. 2016. Chapter 7 Seabirds. Pp283-320  In: Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Seabirds geodatabase which includes 78 feature classes depicting species locations and predictive models for the Main Hawaiian Island.  This layer is: 
SightingLocations_BrownBooby_Summer.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-7_Seabirds.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Humpback Whale -  Presences Winter,"Presences of Humpback Whales detected on transects in the winter. Data comes from multiple sources including, NOAA Southwest Fisheries Science Center, NOAA Pacific Islands Fisheries Science Center, Cascadia Research Collective, and the University of Hawaii.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Pittman, S.J., et. al.  2016. Chapter 6: Marine Mammals - Cetaceans. pp. 227-265. In: B.M. Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Marine Mammals geodatabase which includes 70 feature classes depicting species locations and predictive models for the Main Hawaiian Island.  This layer is: CetaceanSightingLocations_HumpbackWhale_Winter.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Humpback Whale - Predicted Relative Abundance Winter,"Predicted relative abundance for Humpback Whales in the winter. These long-term, regional models are based on data from 1993 – 2014 collected by multiple sources. The purpose is to help inform future data collection efforts around the Main Hawaiian Islands.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Pittman, S.J., et. al.  2016. Chapter 6: Marine Mammals - Cetaceans. pp. 227-265. In: B.M. Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Marine Mammals geodatabase which includes 70 feature classes depicting species locations and predictive models for the Main Hawaiian Island.  This layer is:
CetaceanModelPredictions_HumpbackWhale_winter_RelativeAbundance. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Offshore Wind Resource Potential,"These data depict annual average wind speed (meters per second) at 100 meters above sea level for the Hawaii offshore areas of the United States, for a seven year period from 2007 to 2013. The sampling resolution of 2km was generalized into polygons shown in the legend classes. Data include both point and polygon data sets intended to provide broad estimates of wind speed variation for the purposes of identifying potential offshore wind energy sites. They are not intended to provide specific estimates of energy production for the purpose of making offshore wind project investment or financing decisions in specific locations. The source data is National Renewable Energy Laboratory’s Wind Integration National Dataset (WIND) Toolkit. Please see metadata for more detailed process information. Monthly averages are available within the downloads menu, either as GIS data or Esri REST map services.",DOE National Renewable Energy Laboratory,http://www.nrel.gov/,https://www.boem.gov/NREL-HourlyWind-Hawaii-polysandpoints/|https://gis.boem.gov/arcgis/rest/services/BOEM_BSEE/Hawaii_Monthly_Offshore_Wind_Speed/MapServer,2,https://metadata.boem.gov/geospatial/NREL_HourlyWind_Hawaii_polysandpoints.xml,1
Hawaii Probability of Eddy Rings Summer,"Probability that eddy rings will form off the Main Hawaiian Islands in the summer. Source data for this model comes from NASA Maps of Absolute Dynamic Topography (MADT) 1993 – 2014.

For the full dataset description go to linked Publication under the Additional Information tab and see:
Costa, B. M., et al. 2016. Chapter 2 Environmental Setting. Pp 13-56  In: Costa, B.M., and M. S. Kendall (eds). 2016. Marine Biogeographic Assessment of the Main Hawaiian Islands. Bureau of Ocean Energy Management and National Oceanic and Atmospheric Administration. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp. 

The download is for the entire Environmental_Settings geodatabase which includes over 100 feature classes depicting environmental characteristics of the Main Hawaiian Island.  This layer is PhysicalOceanography_WaterMovement_Probability_of_Cyclonic_Eddy_Rings_Summer_Mean. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-2_Environmental-Setting.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Probability of Eddy Rings Winter,"Probability that eddy rings will form off the Main Hawaiian Islands in the winter. Source data for this model comes from NASA Maps of Absolute Dynamic Topography (MADT) 1993 – 2014.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Costa, B. M., et al. 2016. Chapter 2 Environmental Setting. Pp 13-56  In: Costa, B.M., and M. S. Kendall (eds). 2016. Marine Biogeographic Assessment of the Main Hawaiian Islands. Bureau of Ocean Energy Management and National Oceanic and Atmospheric Administration. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp. 

The download is for the entire Environmental_Settings geodatabase which includes over 100 feature classes depicting environmental characteristics of the Main Hawaiian Island.  This layer is PhysicalOceanography_WaterMovement_Probability_of_Cyclonic_Eddy_Rings_Winter_Mean. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-2_Environmental-Setting.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Reef Fish - Predicted Total Biomass,"Predicted reef fish biomass (grams/square meter) values for Hawaii from boosted regression tree models. Models were based on 29 environmental datasets from 4 categories (topographic, benthic habitat composition, geographic, and oceanographic).  

For the full dataset description go to linked Publication under the Additional Information tab and see:

Stamoulis, K.A., et. al. 2016. Chapter 4: Fishes - Reef Fish. pp. 156-196. In: B.M. Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. Bureau of Ocean Energy Management and National Oceanic and Atmospheric Administration. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Fisheries geodatabase which includes over 100 feature classes depicting species locations and benthic characteristics of the Main Hawaiian Island.  This layer is a compilation of 4 layers: ReefFishCommunities_ModelPredictions_[IslandName]_Total_Biomass_Mean. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-4_Fishes.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Reef Fish - Total Biomass,"Standardized total biomass values from underwater visual surveys for reef fishes in Hawaii. Data came from a variety of sources from 1992 - 2012 and were compiled by the University of Hawaii Fisheries Ecology Research Lab. 

For the full dataset description go to linked Publication under the Additional Information tab and see:

Stamoulis, K.A., et. al. 2016. Chapter 4: Fishes - Reef Fish. pp. 156-196. In: B.M. Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. Bureau of Ocean Energy Management and National Oceanic and Atmospheric Administration. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

Dataset citation: https://fisheriesecologyresearchlab.wordpress. com/

The download is for the entire Fisheries geodatabase which includes over 100 feature classes depicting species locations and benthic characteristics of the Main Hawaiian Island.  This layer is: ReefFishCommunities_Compiled_Survey_Records.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-4_Fishes.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Speed of Surface Currents Summer,"Speed of sea surface currents around the Main Hawaiian Islands in the summer.  Source data for this model comes from HYCOM +NCODA global 1/12° Reanalysis.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Costa, B. M., et al. 2016. Chapter 2 Environmental Setting. Pp 13-56  In: Costa, B.M., and M. S. Kendall (eds). 2016. Marine Biogeographic Assessment of the Main Hawaiian Islands. Bureau of Ocean Energy Management and National Oceanic and Atmospheric Administration. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp. 


The download is for the entire Environmental_Settings geodatabase which includes over 100 feature classes depicting environmental characteristics of the Main Hawaiian Island.  This layer is PhysicalOceanography_WaterMovement_SurfaceCurrent_Speed_Summer_Mean. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-2_Environmental-Setting.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Speed of Surface Currents Winter,"Speed of sea surface currents around the Main Hawaiian Islands in the winter.  Source data for this model comes from HYCOM +NCODA global 1/12° Reanalysis.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Costa, B. M., et al. 2016. Chapter 2 Environmental Setting. Pp 13-56  In: Costa, B.M., and M. S. Kendall (eds). 2016. Marine Biogeographic Assessment of the Main Hawaiian Islands. Bureau of Ocean Energy Management and National Oceanic and Atmospheric Administration. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp. 

The download is for the entire Environmental_Settings geodatabase which includes over 100 feature classes depicting environmental characteristics of the Main Hawaiian Island.  This layer is PhysicalOceanography_WaterMovement_SurfaceCurrent_Speed_Winter_Mean. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-2_Environmental-Setting.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Spinner Dolphin - Predicted Relative Abundance Summer,"Predicted relative abundance for Spinner Dolphins in the summer. These long-term, regional models are based on data from 1993 – 2014 collected by multiple sources. The purpose is to help inform future data collection efforts around the Main Hawaiian Islands.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Pittman, S.J., et. al.  2016. Chapter 6: Marine Mammals - Cetaceans. pp. 227-265. In: B.M. Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Marine Mammals geodatabase which includes 70 feature classes depicting species locations and predictive models for the Main Hawaiian Island.  This layer is: CetaceanModelPredictions_SpinnerDolphin_summer_RelativeAbundance. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Spinner Dolphin - Predicted Relative Abundance Winter,"Predicted relative abundance for Spinner Dolphins in the winter.  These long-term, regional models are based on data from 1993 – 2014 collected by multiple sources. The purpose is to help inform future data collection efforts around the Main Hawaiian Islands.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Pittman, S.J., et. al.  2016. Chapter 6: Marine Mammals - Cetaceans. pp. 227-265. In: B.M. Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Marine Mammals geodatabase which includes 70 feature classes depicting species locations and predictive models for the Main Hawaiian Island.  This layer is: CetaceanModelPredictions_SpinnerDolphin_winter_RelativeAbundance. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Spinner Dolphin - Presences Summer,"Presences of Spinner Dolphins detected on transects in the summer. Data comes from multiple sources including, NOAA Southwest Fisheries Science Center, NOAA Pacific Islands Fisheries Science Center, Cascadia Research Collective, and the University of Hawaii.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Pittman, S.J., et. al.  2016. Chapter 6: Marine Mammals - Cetaceans. pp. 227-265. In: B.M. Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Marine Mammals geodatabase which includes 70 feature classes depicting species locations and predictive models for the Main Hawaiian Island.  This layer is: CetaceanSightingLocations_SpinnerDolphin_Summer.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Spinner Dolphin - Presences Winter,"Presences of Spinner Dolphins detected on transects in the winters of 1993 – 2014. Data comes from multiple sources including, NOAA Southwest Fisheries Science Center, NOAA Pacific Islands Fisheries Science Center, Cascadia Research Collective, and the University of Hawaii.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Pittman, S.J., et. al.  2016. Chapter 6: Marine Mammals - Cetaceans. pp. 227-265. In: B.M. Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Marine Mammals geodatabase which includes 70 feature classes depicting species locations and predictive models for the Main Hawaiian Island.  This layer is: CetaceanSightingLocations_SpinnerDolphin_Winter.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-6_Marine-Mammals.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Wedge-tailed Shearwater - Predicted Relative Abundance Aug - Oct,"Predicted relative abundance for Wedge-tailed Shearwaters (Puffinus pacificus) from August to October. These long-term, regional models were developed using a boosted zero-inflated count framework. Their purpose was to help inform future data collection efforts around the Main Hawaiian Islands. Models are based on data collected by NOAA Southwest Fisheries Science Center shipboard surveys. Data was from August to October 1998 – 2012, with the majority of data collected on two surveys in 2002 and 2010.

For the full dataset description go to linked Publication under the Additional Information tab and see:

Winship A. J., et al. 2016. Chapter 7 Seabirds. Pp283-320  In: Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Seabirds geodatabase which includes 78 feature classes. This layer is: 
ModelPredictions_WedgetailedShearwater_RelativeDensit. Note: this raster layer is not compatible with ArcGIS Online.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-7_Seabirds.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
Hawaii Wedge-tailed Shearwater - Presences Aug - Oct,"Presences of Wedge-tailed Shearwater (Puffinus pacificus) detected on transects. Data collected by NOAA Southwest Fisheries Science Center shipboard surveys. Data was from August to October 1998 – 2012, with the majority of data collected on two surveys in 2002 and 2010. 

For the full dataset description go to linked Publication under the Additional Information tab and see:

Winship A. J., et al. 2016. Chapter 7 Seabirds. Pp283-320  In: Costa and M.S. Kendall (eds.). Marine Biogeographic Assessment of the Main Hawaiian Islands. BOEM and NOAA. OCS Study BOEM 2016-035 and NOAA Technical Memorandum NOS NCCOS 214. 359 pp.

The download is for the entire Seabirds geodatabase which includes 78 feature classes depicting species locations and predictive models for the Main Hawaiian Island.  This layer is: 
SightingLocations_WedgetailedShearwater_Summer.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://www.nodc.noaa.gov/archive/arc0095/0155189/1.1/data/0-data/Marine_Biogeographic_Assessment_of_the_Main_Hawaiian_Islands/GIS_Data/File-Geodatabases/GIS-Data_FileGeodatabase_Chapter-7_Seabirds.zip,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0155189,1
High Frequency Radar Locations,"These data show the point locations of High Frequency (HF) radar systems across the United States. HF radars measure the speed and direction of ocean surface currents in near real time. These radars, which can operate under any weather conditions, measure currents over a large region of the coastal ocean, as far as 200 km offshore. They are located near the water’s edge, and do not need to be situated atop a high point of land. Dozens of institutions own and operate HF radars within the United States, and many are coordinated through the US Integrated Ocean Observing System. Ocean surface current data from these radars are shared on national servers by the National Data Buoy Center and Scripps Institution of Oceanography.",U.S. Integrated Ocean Observing System,https://ioos.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/HighFrequencyRadarLocations.zip|http://cordc.ucsd.edu/projects/mapping/,2,https://inport.nmfs.noaa.gov/inport/item/54965,1
"Humpback Whale, Pacific Summer Density","The Navy and other military users of the marine environment are required to assess the impact of their activities on marine mammals to comply with the Marine Mammal Protection Act, the Endangered Species Act, and the National Environmental Policy Act. The number of marine mammals that might be impacted by Navy activities must be estimated in an Environmental Assessment or Environmental Impact Statement.  A key element of this estimation is knowledge of cetacean densities in specific areas where those activities will occur.  Data collected by NOAA’s Southwest Fisheries Science Center (SWFSC) from 1986-2006 using accepted, peer-reviewed survey methods were used to develop models to forecast cetacean densities. This work represents an important step towards understanding marine mammal habitat use with respect to regions utilized by the U. S. Navy.  MarineCadastre.gov has included Blue, Fin, Humpback, and Sperm whale models for the summer months as examples of these models.  Please view the publication for specific details on the development and use of these models.  NOTE:  Updated Pacific models should be available in mid-2017.",NOAA National Marine Fisheries Service,http://www.nmfs.noaa.gov/,http://cetsound.noaa.gov/packages/swfsc_serdp_cce.zip,1,https://inport.nmfs.noaa.gov/inport/item/49597,1
Indian Lands,"This layer is part of the Bureau of Indian Affairs Land Area Representation (LAR) data set. The LARs illustrate land areas for Federally-recognized tribes. The purpose of the American Indian and Alaska Native LAR data set is to depict the external extent of Federal Indian reservations and the external extent of associated land ""held in trust” by the United States, “restricted fee” or “mixed ownership” status for Federally recognized tribes and individual Native Americans. This data set includes other land area types such as Public Domain Allotments, Dependent Indian Communities and Homesteads. This GIS data set is prepared strictly for illustrative and reference purposes only and should not be used, and is not intended for legal, survey, engineering or navigation purposes.",Bureau of Indian Affairs,http://www.bia.gov/WhoWeAre/BIA/index.htm,https://biamaps.doi.gov/files/BIA_National_LAR_gdb.zip,1,https://biamaps.doi.gov/files/BIA_National_LAR_gdb.zip,1
Individual Avian Species Abundance Models,"This entry provides access to avian relative abundance maps made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. The individual Avian species maps represent the results of predictive modeling applied to data from the Northwest Atlantic Seabird Catalog (US Fish and Wildlife Service) and the Eastern Canada Seabirds at Sea database (Canadian Wildlife Service, Environment and Climate Change Canada). Relative density model results are the long-term average relative abundance of individuals per unit area. It is not possible to infer absolute abundance because of how the survey data were collected and compiled, and how the models were generated.

Individual species models are found in the Map Service link under MDAT/Avian_Abundance. There are also folders in MDAT for 90% Confidence Interval and the Coefficient of Variation. View the Source Info link to download individual species models with supporting statistical measures of model uncertainty and documentation. Note: viewing in the National Viewer is not enabled for this layer.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_AvianModels_Abundance.zip|https://coastalscience.noaa.gov/datasets/e139/Annual_grids.zip,2,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_Avian_Model_Metadata.pdf,1
Individual Deep-Sea Coral Species,"These data predict the likelihood of suitable deep-sea coral habitat maps made available by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP). The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). Data provided by DSCRTP and other contributors with environmental and oceanographic data were used to generate the predictive models of deep-sea coral distribution.
 
These models are used to produce regional maps of deep-sea coral habitat. In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters. Model predictions are organized into five hierarchical categories that permit comparison of the data across coral taxa and across regions. The categories correspond to the predicted likelihood of suitable deep-sea coral habitat occurring.

Note: viewing in the National Viewer is not enabled for this layer.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:145923,1,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0145923;view=xml,1
Individual Fish Species,"This entry provides access to the individual fish data layers made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center (NEFSC), Loyola University Chicago, and The Nature Conservancy (TNC). In 2019, MDAT member TNC produced fish biomass and distribution products in partnership with OceanAdapt (a collaboration between the Pinksy Lab at Rutgers University and the National Marine Fisheries Service) and the NOAA Northeast Fisheries Science Center for 81 individual fish species in spring and fall. These products are also bubble plots of raw observations and IDW surfaces at a 2km x 2km resolution for bottom trawl data from NEFSC during 2010-2017 (fall) and 2010-2016 (spring). All units are kilograms per tow. Survey samples for fall trawls were collected primarily in September and October, with some in November and a small number in December. Spring survey samples were collected from February to April. Note: viewing in the National Viewer is not enabled for this layer.",NOAA Northeast Fisheries Science Center,http://www.nefsc.noaa.gov/,http://seamap.env.duke.edu/models/mdat/Fish/MDAT_Fish_BioMass_NEFSC_Species.zip,1,http://seamap.env.duke.edu/models/mdat/Fish/MDAT_Fish_Biomass_Metadata.pdf,1
Individual Marine Mammals Species Models,"This entry provides access to individual marine mammal species maps made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. Individual marine mammal species maps are available that represent the results of distance sampling modeling methodology applied to over 20 years of aerial and shipboard cetacean surveys, linked with remote sensing and ocean model environmental covariates. Mammal abundance products are available monthly (or annually for different species) and show predicted abundances of animals for the given time period.

Individual species models are found in the Map Service link. There are also map service folders under MDAT for 95% and 5% Confidence Interval, the Coefficient of Variation, and Standard Error. View the Source Info link to download individual species models with supporting statistical measures of model uncertainty and documentation. Note: viewing in the National Viewer is not enabled for this layer.",Duke University,http://www.duke.edu/,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_MammalModels_Abundance.zip|http://seamap.env.duke.edu/models/Duke-EC-GOM-2015/,2,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_Mammal_Model_Metadata.pdf,1
"Kemps Ridley Turtle, Atlantic Fall Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
